id,gender,forename,surname,birth_date,death_date,father.forename,father.surname,mother.forename,mother.surname,floruit,study.colleges,arrival,study.degrees.years,degrees,birth_location.country,birth_location.county,birth_location.latitude,birth_location.longitude,birth_location.official_name,birth_location.original_name,references
idp1370263564,M,James,Burns,1801-02-12,1862-09-19,James,Burnes,Elizabeth,Glegg,"[{""occupation"":""Assistant surgeon"",""location"":{""original_name"":""Mumbai, India"",""official_name"":""Mumbai"",""county"":""Mumbai"",""country"":""IN"",""latitude"":19.0759837,""longitude"":72.8776559},""from"":""1821"",""to"":null}]",null,1824,"[{""name"":""M.D."",""date"":""1824-08-07""}]",M.D.,GB,Angus Council,56.706922,-2.466115,Montrose,Montrose,"[""Kings College graduates"",""C. Rogers, Genealogical memoirs of the family of Robert Burns... (London, 1877) p24""]"
idp1398074892,M,Charles,Maxwell,1802-08-29,1843-01-26,null,null,null,null,"[{""occupation"":""Assistant surgeon"",""location"":{""original_name"":""Bengal"",""official_name"":null,""county"":null,""country"":""IN"",""latitude"":22.9867569,""longitude"":87.8549755},""from"":""1825"",""to"":null}]",null,1824,"[{""name"":""M.D."",""date"":""1824-08-07""}]",M.D.,null,null,null,null,null,null,"[""D.G. Crawford, Roll of the Indian Medical Service, 1615-1930 (London, 1930) B 1024""]"
idp1368483972,M,David,Brakenridge,1796-08-28,1867-12-03,James,Brakenridge,Helen,Hunter,"[{""occupation"":""Assistant surgeon"",""location"":{""original_name"":""Chennai, India"",""official_name"":""Chennai"",""county"":""Chennai"",""country"":""IN"",""latitude"":13.0826802,""longitude"":80.2707184},""from"":""1818"",""to"":null}]",null,1825,"[{""name"":""M.D."",""date"":""1825-03-05""}]",M.D.,GB,Perth and Kinross,56.4024869,-3.4178109,Perth,Kinnoull,"[""D.G. Crawford, Roll of the Indian Medical Service, 1615-1930 (London, 1930) M 686"",""Deaths Reg. Tibbermore 1867/9"",""Monumental inscription, Perth, Wellshill""]"
idp1378409804,M,Edward,Edlin,1814-12-19,1850-04-06,null,null,null,null,"[{""occupation"":""Assistant surgeon"",""location"":{""original_name"":""Bengal"",""official_name"":null,""county"":null,""country"":""IN"",""latitude"":22.9867569,""longitude"":87.8549755},""from"":""1839"",""to"":null}]",null,1837,"[{""name"":""M.D."",""date"":""1837-08-01""}]",M.D.,null,null,null,null,null,null,"[""D.G. Crawford, Roll of the Indian Medical Service, 1615-1930 (London, 1930) B 1310""]"
idp1413645204,M,John Stuart,Sutherland,1812-01-24,null,null,null,null,null,"[{""occupation"":""Assistant surgeon"",""location"":{""original_name"":""Bengal"",""official_name"":null,""county"":null,""country"":""IN"",""latitude"":22.9867569,""longitude"":87.8549755},""from"":""1834"",""to"":""1846""}]",null,1838,"[{""name"":""M.D."",""date"":""1838-04-25""}]",M.D.,null,null,null,null,null,null,"[""D.G. Crawford, Roll of the Indian Medical Service, 1615-1930 (London, 1930) B 1241"",""Med. Dir.""]"
idp1413632588,M,John,Sutherland,1813-11-30,1882-02-23,null,null,null,null,"[{""occupation"":""Assistant surgeon"",""location"":{""original_name"":""Bengal"",""official_name"":null,""county"":null,""country"":""IN"",""latitude"":22.9867569,""longitude"":87.8549755},""from"":""1841"",""to"":null}]",null,1838,"[{""name"":""M.D."",""date"":""1838-04-25""}]",M.D.,null,null,null,null,null,null,"[""D.G. Crawford, Roll of the Indian Medical Service, 1615-1930 (London, 1930) B 1370"",""Med. Dir.""]"
idp1394553492,M,Robert,Macintosh,1799-12-23,1847-10-31,null,null,null,null,"[{""occupation"":""Surgeonâ€™s mate"",""location"":{""original_name"":""â€˜Kellie Castleâ€™"",""official_name"":""Pittenweem"",""county"":""Fife"",""country"":""GB"",""latitude"":56.237207,""longitude"":-2.7758042},""from"":""1821"",""to"":""1822""},{""occupation"":""Assistant surgeon"",""location"":{""original_name"":""Bengal"",""official_name"":null,""county"":null,""country"":""IN"",""latitude"":22.9867569,""longitude"":87.8549755},""from"":""1825"",""to"":null}]",null,1838,"[{""name"":""M.D."",""date"":""1838-08-07""}]",M.D.,null,null,null,null,null,null,"[""D.G. Crawford, Roll of the Indian Medical Service, 1615-1930 (London, 1930) B 1010""]"
idp1392685148,M,James Lindsay,Lowry,1814-08-21,1861-04-30,null,null,null,null,"[{""occupation"":""Assistant surgeon"",""location"":{""original_name"":""Bombay"",""official_name"":""Mumbai"",""county"":""Mumbai"",""country"":""IN"",""latitude"":19.0759837,""longitude"":72.8776559},""from"":""1841"",""to"":null},{""occupation"":""Assistant surgeon"",""location"":{""original_name"":""Mumbai, India"",""official_name"":""Mumbai"",""county"":""Mumbai"",""country"":""IN"",""latitude"":19.0759837,""longitude"":72.8776559},""from"":""1845"",""to"":null}]",null,1839,"[{""name"":""M.D."",""date"":""1839-08-06""}]",M.D.,null,null,null,null,null,null,"[""D.G. Crawford, Roll of the Indian Medical Service, 1615-1930 (London, 1930) Bo 719""]"
idp1402461932,M,George Mathieson,Ogilvie,1818-09-28,1861-10-26,null,null,null,null,"[{""occupation"":""Assistant surgeon"",""location"":{""original_name"":""Mumbai, India"",""official_name"":""Mumbai"",""county"":""Mumbai"",""country"":""IN"",""latitude"":19.0759837,""longitude"":72.8776559},""from"":""1841"",""to"":null}]",null,1840,"[{""name"":""M.D."",""date"":""1840-05-05""}]",M.D.,null,null,null,null,null,null,"[""D.G. Crawford, Roll of the Indian Medical Service, 1615-1930 (London, 1930) Bo 715 where he is identified with an Edinburgh M.D. of 1847""]"
idp1418268212,M,Charles Thorngate,Weston,1817-06-24,1852-05-27,null,null,null,null,"[{""occupation"":""Assistant surgeon"",""location"":{""original_name"":""Mumbai, India"",""official_name"":""Mumbai"",""county"":""Mumbai"",""country"":""IN"",""latitude"":19.0759837,""longitude"":72.8776559},""from"":""1841"",""to"":null}]",null,1841,"[{""name"":""M.D."",""date"":""1841-05-04""}]",M.D.,null,null,null,null,null,null,"[""D.G. Crawford, Roll of the Indian Medical Service, 1615-1930 (London, 1930) Bo 731""]"
idp1419823940,M,John Rees,Withecombe,1816-11-21,01/02/1904,null,null,null,null,"[{""occupation"":""Assistant surgeon"",""location"":{""original_name"":""Bengal"",""official_name"":null,""county"":null,""country"":""IN"",""latitude"":22.9867569,""longitude"":87.8549755},""from"":""1842"",""to"":null},{""occupation"":""Master"",""location"":{""original_name"":""Apothecariesâ€™ Society, London"",""official_name"":""London"",""county"":""Greater London"",""country"":""GB"",""latitude"":51.5128593,""longitude"":-0.103155},""from"":""1893"",""to"":null}]",null,1841,"[{""name"":""M.D."",""date"":""1841-08-03""}]",M.D.,null,null,null,null,null,null,"[""Med. Dir."",""D.G. Crawford, Roll of the Indian Medical Service, 1615-1930 (London, 1930) B 1400"",""Plarr's Lives of the Fellows""]"
idp1387779052,M,Charles James Ford,Imlach,1821-04-04,1858-11-06,null,null,null,null,"[{""occupation"":""Assistant surgeon"",""location"":{""original_name"":""Bombay"",""official_name"":""Mumbai"",""county"":""Mumbai"",""country"":""IN"",""latitude"":19.0759837,""longitude"":72.8776559},""from"":""1843"",""to"":null},{""occupation"":""Assistant surgeon"",""location"":{""original_name"":""Mumbai, India"",""official_name"":""Mumbai"",""county"":""Mumbai"",""country"":""IN"",""latitude"":19.0759837,""longitude"":72.8776559},""from"":""1843"",""to"":null}]",null,1842,"[{""name"":""M.D."",""date"":""1842-05-03""}]",M.D.,null,null,null,null,null,null,"[""D.G. Crawford, Roll of the Indian Medical Service, 1615-1930 (London, 1930) Bo 750""]"
idp1399330540,M,Robert,Miller,1823-11-21,1896-08-06,null,null,null,null,"[{""occupation"":""Assistant surgeon"",""location"":{""original_name"":""Mumbai, India"",""official_name"":""Mumbai"",""county"":""Mumbai"",""country"":""IN"",""latitude"":19.0759837,""longitude"":72.8776559},""from"":""1845"",""to"":null}]",null,1842,"[{""name"":""M.D."",""date"":""1842-08-02""}]",M.D.,null,null,null,null,null,null,"[""D.G. Crawford, Roll of the Indian Medical Service, 1615-1930 (London, 1930) Bo 779"",""UYUY7Sec1a/1890""]"
idp1404043164,M,William,Peskett,1821-12-00,1870-03-11,null,null,null,null,"[{""occupation"":""Assistant surgeon"",""location"":{""original_name"":""Bengal"",""official_name"":null,""county"":null,""country"":""IN"",""latitude"":22.9867569,""longitude"":87.8549755},""from"":""1849"",""to"":null}]",null,1843,"[{""name"":""M.D."",""date"":""1843-05-02""}]",M.D.,GB,Hampshire,51.007591,-0.93899,Petersfield,Petersfield,"[""D.G. Crawford, Roll of the Indian Medical Service, 1615-1930 (London, 1930) B 1552""]"
idp1419232012,M,John Henry,Wilmot,1819-02-23,1865-04-06,Samuel,Wilmot,null,null,"[{""occupation"":""Assistant surgeon"",""location"":{""original_name"":""Mumbai, India"",""official_name"":""Mumbai"",""county"":""Mumbai"",""country"":""IN"",""latitude"":19.0759837,""longitude"":72.8776559},""from"":""1846"",""to"":null}]",null,1843,"[{""name"":""M.D."",""date"":""1843-05-02""}]",M.D.,IE,null,53.3498053,-6.2603097,Dublin,Dublin,"[""Alumni Dublinenses"",""D.G. Crawford, Roll of the Indian Medical Service, 1615-1930 (London, 1930) Bo 780""]"
idp1401994364,M,John Grant,Nicolson,1821-08-22,1868-05-26,Malcolm,Nicolson,null,null,"[{""occupation"":""Assistant surgeon"",""location"":{""original_name"":""Mumbai, India"",""official_name"":""Mumbai"",""county"":""Mumbai"",""country"":""IN"",""latitude"":19.0759837,""longitude"":72.8776559},""from"":""1845"",""to"":null}]",null,1844,"[{""name"":""M.D."",""date"":""1844-05-07""}]",M.D.,null,null,null,null,null,null,"[""D.G. Crawford, Roll of the Indian Medical Service, 1615-1930 (London, 1930) Bo 778"",""Lancet 1868 ii 100""]"
idp1378254284,M,Henry A[nderson],Ebden,1824-06-15,1886-06-14,null,null,null,null,"[{""occupation"":""Assistant surgeon"",""location"":{""original_name"":""Bengal"",""official_name"":null,""county"":null,""country"":""IN"",""latitude"":22.9867569,""longitude"":87.8549755},""from"":""1847"",""to"":null}]",null,1845,"[{""name"":""M.D."",""date"":""1845-07-01""}]",M.D.,ZA,City of Cape Town Metropolitan Municipality,-33.9248685,18.4240553,Cape Town,"Cape Town, South Africa","[""D.G. Crawford, Roll of the Indian Medical Service, 1615-1930 (London, 1930) B1524"",""Burrows, History of medicine in South Africa 126). See also ""]"
idp1402585148,M,Henry A[mbrose],Oldfield,1822-05-18,1885-03-14,null,null,null,null,"[{""occupation"":""Assistant surgeon"",""location"":{""original_name"":""Bengal"",""official_name"":null,""county"":null,""country"":""IN"",""latitude"":22.9867569,""longitude"":87.8549755},""from"":""1846"",""to"":null}]",null,1845,"[{""name"":""M.D."",""date"":""1845-07-01""}]",M.D.,null,null,null,null,null,null,"[""Med. Dir."",""D.G. Crawford, Roll of the Indian Medical Service, 1615-1930 (London, 1930) B 1499""]"
idp1415355564,M,Edward Courteney,Thorpe,1821-07-04,1892-04-09,Henry,Thorp,Margaret Courteney,Gidley,"[{""occupation"":""Assistant surgeon"",""location"":{""original_name"":""Bengal"",""official_name"":null,""county"":null,""country"":""IN"",""latitude"":22.9867569,""longitude"":87.8549755},""from"":""1847"",""to"":null}]",null,1846,"[{""name"":""M.D."",""date"":""1846-08-04""}]",M.D.,GB,Devon,50.810029,-3.22741,Awliscombe,Awliscombe,"[""Med. Dir."",""D.G. Crawford, Roll of the Indian Medical Service, 1615-1930 (London, 1930) B 1511"",""Correspondence files of the Keeper of Muniments, University of St Andrews P. Cope 20.11.1990""]"
idp1419372020,M,Henry,Wilson,1823-03-02,null,null,null,null,null,"[{""occupation"":""Assistant surgeon"",""location"":{""original_name"":""Mumbai, India"",""official_name"":""Mumbai"",""county"":""Mumbai"",""country"":""IN"",""latitude"":19.0759837,""longitude"":72.8776559},""from"":""1848"",""to"":null}]",null,1847,"[{""name"":""M.D."",""date"":""1846-08-04""}]",M.D.,null,null,null,null,null,null,"[""D.G. Crawford, Roll of the Indian Medical Service, 1615-1930 (London, 1930) Bo 807""]"
idp1420472844,M,John Dick,Wylie,1825-11-23,1866-02-19,John,Wylie,Caroline Ann,Dick,"[{""occupation"":""Assistant surgeon"",""location"":{""original_name"":""Bengal"",""official_name"":null,""county"":null,""country"":""IN"",""latitude"":22.9867569,""longitude"":87.8549755},""from"":""1855"",""to"":null}]",null,1847,"[{""name"":""M.D."",""date"":""1847-08-03""}]",M.D.,GB,South Lanarkshire,55.735435,-3.836552,Carluke,Carluke,"[""Fasti ecclesiae scoticanae"",""D.G. Crawford, Roll of the Indian Medical Service, 1615-1930 (London, 1930) B 1684""]"
idp1410857508,M,Clement Madeley,Smith,1827-12-25,22/03/1907,John Bainbridge,Smith,Sarah,null,"[{""occupation"":""Assistant surgeon"",""location"":{""original_name"":""Bengal"",""official_name"":null,""county"":null,""country"":""IN"",""latitude"":22.9867569,""longitude"":87.8549755},""from"":""1854"",""to"":""1861""}]",null,1849,"[{""name"":""M.D."",""date"":""1849-08-02""}]",M.D.,GB,Lincolnshire,53.207307,-0.11245,Horncastle,"Horncastle, Lincs.","[""D.G. Crawford, Roll of the Indian Medical Service, 1615-1930 (London, 1930) B 1663""]"
idp1372549764,M,Henry,Cholmeley,1826-7-00,1859-09-09,null,null,null,null,"[{""occupation"":""Assistant surgeon"",""location"":{""original_name"":""Chennai, India"",""official_name"":""Chennai"",""county"":""Chennai"",""country"":""IN"",""latitude"":13.0826802,""longitude"":80.2707184},""from"":""1850"",""to"":null}]",null,1850,"[{""name"":""M.D."",""date"":""1850-05-04""}]",M.D.,null,null,null,null,null,null,"[""D.G. Crawford, Roll of the Indian Medical Service, 1615-1930 (London, 1930) M1158""]"
idp1401539884,M,John Pearson,Nash,1828-10-02,1885-08-17,null,null,null,null,"[{""occupation"":""Assistant surgeon"",""location"":{""original_name"":""Chennai, India"",""official_name"":""Chennai"",""county"":""Chennai"",""country"":""IN"",""latitude"":13.0826802,""longitude"":80.2707184},""from"":""1854"",""to"":null}]",null,1851,"[{""name"":""M.D."",""date"":""1851-10-17""}]",M.D.,null,null,null,null,null,null,"[""Med. Dir."",""D.G. Crawford, Roll of the Indian Medical Service, 1615-1930 (London, 1930) M 1194""]"
idp1401571468,M,George Robinson,Naylor,1827-02-02,1876-01-09,null,null,null,null,"[{""occupation"":""Assistant surgeon"",""location"":{""original_name"":""Mumbai, India"",""official_name"":""Mumbai"",""county"":""Mumbai"",""country"":""IN"",""latitude"":19.0759837,""longitude"":72.8776559},""from"":""1852"",""to"":null}]",null,1852,"[{""name"":""M.D."",""date"":""1852-01-12""}]",M.D.,null,null,null,null,null,null,"[""Med. Dir."",""D.G. Crawford, Roll of the Indian Medical Service, 1615-1930 (London, 1930) Bo 847""]"
idp1396409268,M,Francis Nottidge,Macnamara,1831-04-11,,null,null,null,null,"[{""occupation"":""Assistant surgeon"",""location"":{""original_name"":""Bengal"",""official_name"":null,""county"":null,""country"":""IN"",""latitude"":22.9867569,""longitude"":87.8549755},""from"":""1853"",""to"":null},{""occupation"":""Examiner of medical stores"",""location"":{""original_name"":""India"",""official_name"":null,""county"":null,""country"":""IN"",""latitude"":20.593684,""longitude"":78.96288},""from"":""1876"",""to"":""1899""}]",null,1852,"[{""name"":""M.D."",""date"":""1852-10-22""}]",M.D.,null,null,null,null,null,null,"[""D.G. Crawford, Roll of the Indian Medical Service, 1615-1930 (London, 1930) B 1602""]"
idp1386268116,M,John,Hilliard,1810-6-00,1876-10-02,Richard,Hilliard,Maria,Holland,"[{""occupation"":""Assistant surgeon"",""location"":{""original_name"":""Bengal"",""official_name"":null,""county"":null,""country"":""IN"",""latitude"":22.9867569,""longitude"":87.8549755},""from"":""1841"",""to"":null}]",null,1853,"[{""name"":""M.D."",""date"":""1853-05-06""}]",M.D.,GB,Greater London,51.5072178,-0.1275862,London,London,"[""D.G. Crawford, Roll of the Indian Medical Service, 1615-1930 (London, 1930) B 1368"",""Plarr's Lives of the Fellows"",""Letter 21.5.1990 J. S. H. Johnson""]"
idp1405801668,M,William Henry,Rean,1827-8-00,06/02/1908,null,null,null,null,"[{""occupation"":""Assistant surgeon"",""location"":{""original_name"":""Chennai"",""official_name"":""Chennai"",""county"":""Chennai"",""country"":""IN"",""latitude"":13.0826802,""longitude"":80.2707184},""from"":""1853"",""to"":null}]",null,1853,"[{""name"":""M.D."",""date"":""1853-05-06""}]",M.D.,null,null,null,null,null,null,"[""D.G. Crawford, Roll of the Indian Medical Service, 1615-1930 (London, 1930) M 1180""]"
idp1410189028,M,Benjamin,Simpson,1831-03-31,27/06/1923,Robert,Simpson,null,null,"[{""occupation"":""Assistant surgeon"",""location"":{""original_name"":""Bengal"",""official_name"":null,""county"":null,""country"":""IN"",""latitude"":22.9867569,""longitude"":87.8549755},""from"":""1853"",""to"":null}]",null,1853,"[{""name"":""M.D."",""date"":""1853-05-06""}]",M.D.,IE,null,53.3498053,-6.2603097,Dublin,Dublin,"[""D.G. Crawford, Roll of the Indian Medical Service, 1615-1930 (London, 1930) B 1610""]"
idp1418891108,M,Heaton Lloyd,Williams,1831-10-21,1862-08-31,Richard Lloyd,Williams,Mary,Heaton,"[{""occupation"":""Assistant surgeon"",""location"":{""original_name"":""Bombay"",""official_name"":""Mumbai"",""county"":""Mumbai"",""country"":""IN"",""latitude"":19.0759837,""longitude"":72.8776559},""from"":""1854"",""to"":null},{""occupation"":""Assistant surgeon"",""location"":{""original_name"":""Mumbai, India"",""official_name"":""Mumbai"",""county"":""Mumbai"",""country"":""IN"",""latitude"":19.0759837,""longitude"":72.8776559},""from"":""1854"",""to"":null}]",null,1853,"[{""name"":""M.D."",""date"":""1853-05-06""}]",M.D.,GB,Denbighshire,53.183906,-3.425002,Denbigh,Denbigh,"[""D.G. Crawford, Roll of the Indian Medical Service, 1615-1930 (London, 1930) Bo 864""]"
idp1377637508,M,Theodore,Duka,1825-06-24,05/05/1908,null,null,null,null,"[{""occupation"":""Assistant surgeon"",""location"":{""original_name"":""Bengal"",""official_name"":null,""county"":null,""country"":""IN"",""latitude"":22.9867569,""longitude"":87.8549755},""from"":""1854"",""to"":null}]",null,1853,"[{""name"":""M.D."",""date"":""1853-06-24""}]",M.D.,HU,null,47.162494,19.503304,null,Hungary,"[""D.G. Crawford, Roll of the Indian Medical Service, 1615-1930 (London, 1930) B1623"",""Lancet 1908 i 1520"",""College Echoes 30/31 p264"",""In Memoriam Theodore Duka (1825-1908)""]"
